,Unnamed: 0,Date,Holiday,Country,Alpha-2 code,Alpha-3 code,Numeric code,ISO 3166-2,Year
168,168,2021-11-11,Dia da Independência,angola,AO,AGO,24,ISO 3166-2:AO,2021
169,169,2021-12-25,Dia de Natal e da Família,angola,AO,AGO,24,ISO 3166-2:AO,2021
170,170,2021-03-22,Dia da Libertação da África Austral (Day off),angola,AO,AGO,24,ISO 3166-2:AO,2021
171,171,2021-02-15,Carnaval (Day off),angola,AO,AGO,24,ISO 3166-2:AO,2021
172,172,2021-02-05,Dia do Início da Luta Armada (Day off),angola,AO,AGO,24,ISO 3166-2:AO,2021
173,173,2021-04-05,Dia da Paz e Reconciliação (Observed),angola,AO,AGO,24,ISO 3166-2:AO,2021
174,174,2021-11-01,Dia dos Finados (Day off),angola,AO,AGO,24,ISO 3166-2:AO,2021
175,175,2021-11-12,Dia da Independência (Day off),angola,AO,AGO,24,ISO 3166-2:AO,2021
176,176,2022-03-23,Dia da Libertação da África Austral,angola,AO,AGO,24,ISO 3166-2:AO,2022
177,177,2022-09-17,"Dia dos Heroes Nacional, Dia do Herói Nacional",angola,AO,AGO,24,ISO 3166-2:AO,2022
178,178,2022-01-01,Ano novo,angola,AO,AGO,24,ISO 3166-2:AO,2022
179,179,2022-04-15,Sexta-feira Santa,angola,AO,AGO,24,ISO 3166-2:AO,2022
180,180,2022-03-01,Carnaval,angola,AO,AGO,24,ISO 3166-2:AO,2022
181,181,2022-02-04,Dia do Início da Luta Armada,angola,AO,AGO,24,ISO 3166-2:AO,2022
182,182,2022-03-08,Dia Internacional da Mulher,angola,AO,AGO,24,ISO 3166-2:AO,2022
183,183,2022-04-04,Dia da Paz e Reconciliação,angola,AO,AGO,24,ISO 3166-2:AO,2022
184,184,2022-05-01,Dia Mundial do Trabalho,angola,AO,AGO,24,ISO 3166-2:AO,2022
185,185,2022-11-02,Dia dos Finados,angola,AO,AGO,24,ISO 3166-2:AO,2022
186,186,2022-11-11,Dia da Independência,angola,AO,AGO,24,ISO 3166-2:AO,2022
187,187,2022-12-25,Dia de Natal e da Família,angola,AO,AGO,24,ISO 3166-2:AO,2022
188,188,2022-02-28,Carnaval (Day off),angola,AO,AGO,24,ISO 3166-2:AO,2022
189,189,2022-03-07,Dia Internacional da Mulher (Day off),angola,AO,AGO,24,ISO 3166-2:AO,2022
190,190,2022-05-02,Dia Mundial do Trabalho (Observed),angola,AO,AGO,24,ISO 3166-2:AO,2022
191,191,2022-12-26,Dia de Natal e da Família (Observed),angola,AO,AGO,24,ISO 3166-2:AO,2022
192,192,2016-01-01,New Year's Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2016
193,193,2016-11-30,Commemoration Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2016
194,194,2016-12-02,National Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2016
195,195,2016-12-03,National Day Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2016
196,196,2016-07-06,Eid al-Fitr* (*estimated),united arab emirates,AE,ARE,784,ISO 3166-2:AE,2016
197,197,2016-07-07,Eid al-Fitr Holiday* (*estimated),united arab emirates,AE,ARE,784,ISO 3166-2:AE,2016
198,198,2016-07-08,Eid al-Fitr Holiday* (*estimated),united arab emirates,AE,ARE,784,ISO 3166-2:AE,2016
199,199,2016-09-10,Arafat (Hajj) Day* (*estimated),united arab emirates,AE,ARE,784,ISO 3166-2:AE,2016
200,200,2016-09-11,Eid al-Adha* (*estimated),united arab emirates,AE,ARE,784,ISO 3166-2:AE,2016
201,201,2016-09-12,Eid al-Adha* Holiday* (*estimated),united arab emirates,AE,ARE,784,ISO 3166-2:AE,2016
202,202,2016-09-13,Eid al-Adha Holiday* (*estimated),united arab emirates,AE,ARE,784,ISO 3166-2:AE,2016
203,203,2016-10-02,Al Hijra - Islamic New Year* (*estimated),united arab emirates,AE,ARE,784,ISO 3166-2:AE,2016
204,204,2016-05-04,Leilat al-Miraj - The Prophet's ascension* (*estimated),united arab emirates,AE,ARE,784,ISO 3166-2:AE,2016
205,205,2016-12-11,Mawlud al-Nabi - Prophet Mohammad's Birthday* (*estimated),united arab emirates,AE,ARE,784,ISO 3166-2:AE,2016
206,206,2017-01-01,New Year's Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2017
207,207,2017-11-30,"Mawlud al-Nabi - Prophet Mohammad's Birthday, Commemoration Day",united arab emirates,AE,ARE,784,ISO 3166-2:AE,2017
208,208,2017-12-02,National Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2017
209,209,2017-12-03,National Day Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2017
210,210,2017-06-25,Eid al-Fitr,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2017
211,211,2017-06-26,Eid al-Fitr Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2017
212,212,2017-06-27,Eid al-Fitr Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2017
213,213,2017-08-31,Arafat (Hajj) Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2017
214,214,2017-09-01,Eid al-Adha,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2017
215,215,2017-09-02,Eid al-Adha Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2017
216,216,2017-09-03,Eid al-Adha Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2017
217,217,2017-09-22,Al Hijra - Islamic New Year,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2017
218,218,2017-04-23,Leilat al-Miraj - The Prophet's ascension,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2017
219,219,2018-01-01,New Year's Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2018
220,220,2018-11-30,Commemoration Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2018
221,221,2018-12-02,National Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2018
222,222,2018-12-03,National Day Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2018
223,223,2018-06-14,Eid al-Fitr,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2018
224,224,2018-06-15,Eid al-Fitr Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2018
225,225,2018-06-16,Eid al-Fitr Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2018
226,226,2018-08-20,Arafat (Hajj) Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2018
227,227,2018-08-21,Eid al-Adha,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2018
228,228,2018-08-22,Eid al-Adha Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2018
229,229,2018-08-23,Eid al-Adha Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2018
230,230,2018-09-11,Al Hijra - Islamic New Year,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2018
231,231,2018-04-13,Leilat al-Miraj - The Prophet's ascension,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2018
232,232,2018-11-19,Mawlud al-Nabi - Prophet Mohammad's Birthday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2018
233,233,2019-01-01,New Year's Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2019
234,234,2019-12-01,Commemoration Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2019
235,235,2019-12-02,National Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2019
236,236,2019-12-03,National Day Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2019
237,237,2019-06-03,Eid al-Fitr,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2019
238,238,2019-06-04,Eid al-Fitr Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2019
239,239,2019-06-05,Eid al-Fitr Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2019
240,240,2019-08-10,Arafat (Hajj) Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2019
241,241,2019-08-11,Eid al-Adha,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2019
242,242,2019-08-12,Eid al-Adha Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2019
243,243,2019-08-13,Eid al-Adha Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2019
244,244,2019-08-31,Al Hijra - Islamic New Year,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2019
245,245,2019-11-09,Mawlud al-Nabi - Prophet Mohammad's Birthday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2019
246,246,2020-01-01,New Year's Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2020
247,247,2020-12-01,Commemoration Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2020
248,248,2020-12-02,National Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2020
249,249,2020-12-03,National Day Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2020
250,250,2020-05-24,Eid al-Fitr,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2020
251,251,2020-05-25,Eid al-Fitr Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2020
252,252,2020-05-26,Eid al-Fitr Holiday,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2020
253,253,2020-07-30,Arafat (Hajj) Day,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2020
254,254,2020-07-31,Eid al-Adha,united arab emirates,AE,ARE,784,ISO 3166-2:AE,2020
